Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Section)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	School	Class
668	assign-filtered	d8c5923e7fa00542ebba154628715a58	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:15	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 2081.9891052246094; PosY: 2182.9523315429688						CMU	Intro to Philosophy - Harrell
669	assign-filtered	65fdb060626a0d866be58611f7f9c89b	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:17	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Reposition Box	PosX: 2325.006561279297; PosY: 1934.0897102355957						CMU	Intro to Philosophy - Harrell
670	assign-filtered	e8667bfc9e1ca6f7901bbe89ec4da5da	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:22	US/Eastern	2.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Reposition Box	PosX: 2325; PosY: 1934						CMU	Intro to Philosophy - Harrell
671	assign-filtered	1b3b81128a624d9668cd515389e5ae84	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:22	US/Eastern	2.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Resize Box	Width: 249; Height: 149						CMU	Intro to Philosophy - Harrell
672	assign-filtered	5c7eafcbb7c63ea009b4cb72f6bdd7a5	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:25	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Reposition Box	PosX: 2309.0700073242188; PosY: 1962.1296844482422						CMU	Intro to Philosophy - Harrell
673	assign-filtered	35d738cc9f74d414109c85a260ce4d07	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:44	US/Eastern	9.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 2081; PosY: 2181.9765625						CMU	Intro to Philosophy - Harrell
674	assign-filtered	e4f7921bdd7534ed5bd729a7091ed659	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:44	US/Eastern	9.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Resize Box	Width: 207; Height: 141						CMU	Intro to Philosophy - Harrell
675	assign-filtered	ec6e5cd020f9136445fec0d3435aac22	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:48	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 2081; PosY: 2180.976531982422						CMU	Intro to Philosophy - Harrell
676	assign-filtered	5749e392818648d100d36e32ff6c6d9d	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:48	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Resize Box	Width: 227; Height: 141						CMU	Intro to Philosophy - Harrell
677	assign-filtered	5fa720421c1ddb5dfe37d7f3e77969e1	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:49:59	US/Eastern	11	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					423	Reposition Box	PosX: 1722.5988998413086; PosY: 2008.33203125						CMU	Intro to Philosophy - Harrell
678	assign-filtered	fe583d0a6e8cdd64ce7b7503415c895d	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:50:59	US/Eastern	60	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					453	Create Relation							CMU	Intro to Philosophy - Harrell
679	assign-filtered	05f84b7776b90624d719ed8cc213e998	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:51:02	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 2059.8382263183594; PosY: 2187.9063415527344						CMU	Intro to Philosophy - Harrell
680	assign-filtered	1aefb3657b16bbaaa6c29a9ba5cdfa19	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:51:45	US/Eastern	43	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					467	Create Relation							CMU	Intro to Philosophy - Harrell
681	assign-filtered	aca0bef71f133eb83ebe7ff7094673eb	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:51:48	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					467	Delete Relation							CMU	Intro to Philosophy - Harrell
682	assign-filtered	2a06ce1603ff97a879859ae10710d4e0	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:51:54	US/Eastern	6	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					468	Delete Relation							CMU	Intro to Philosophy - Harrell
683	assign-filtered	527cf49b616266ab964dbc21c0da9955	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:51:59	US/Eastern	5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					470	Create Relation							CMU	Intro to Philosophy - Harrell
684	assign-filtered	e20685603f7100b9088f642b497500f0	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:03	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					471	Delete Relation							CMU	Intro to Philosophy - Harrell
685	assign-filtered	770dfeedec63badd07bbcf03eaf27f2a	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:10	US/Eastern	7	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					476	Create Relation							CMU	Intro to Philosophy - Harrell
686	assign-filtered	37b26c2ab68158ae0cfd3894053968c1	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:12	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					477	Delete Relation							CMU	Intro to Philosophy - Harrell
687	assign-filtered	6700a1af32941c76ef4e8c89a878cd13	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:25	US/Eastern	13	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 2056.735382080078; PosY: 2377.495849609375						CMU	Intro to Philosophy - Harrell
688	assign-filtered	0cf4565d2c7286b1bde5f258c0c134da	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:26	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 2078.7571411132812; PosY: 2376.50732421875						CMU	Intro to Philosophy - Harrell
689	assign-filtered	4231a94173819b4581836dc0b8ccdc1e	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:33	US/Eastern	2.333	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					493	Create Relation							CMU	Intro to Philosophy - Harrell
690	assign-filtered	29c10afbcd15b5a70890da8436ef63bc	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:33	US/Eastern	2.333	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 2078; PosY: 2376						CMU	Intro to Philosophy - Harrell
691	assign-filtered	611c7d6a1160bc6d3ca7830047bc6374	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:33	US/Eastern	2.333	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Resize Box	Width: 216; Height: 132						CMU	Intro to Philosophy - Harrell
692	assign-filtered	ce14b07872b1a2ad76f65b5fc6ed09a9	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:35	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 2053.835205078125; PosY: 2367.9293823242188						CMU	Intro to Philosophy - Harrell
693	assign-filtered	5842157976e2b8ed79fcfe259bc3476a	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:42	US/Eastern	3.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					480	Reposition Box	PosX: 2319.9765625; PosY: 2197						CMU	Intro to Philosophy - Harrell
694	assign-filtered	1519ebcdd6df410eb0ac9c3fa07106ba	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:42	US/Eastern	3.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					480	Resize Box	Width: 180; Height: 162						CMU	Intro to Philosophy - Harrell
695	assign-filtered	6cd18a4242e9b28d6364ab4af8728911	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:52:45	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					480	Reposition Box	PosX: 2405.641357421875; PosY: 2381.4031372070312						CMU	Intro to Philosophy - Harrell
696	assign-filtered	c43df4804cb1eff2456d9deab5f40cd7	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:14	US/Eastern	14.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Reposition Box	PosX: 1525.9765396118164; PosY: 2329						CMU	Intro to Philosophy - Harrell
697	assign-filtered	b5760ff2eeb81d3d0e029414be62ca9c	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:14	US/Eastern	14.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Resize Box	Width: 282; Height: 242						CMU	Intro to Philosophy - Harrell
698	assign-filtered	e039fd1c5abb2e4034da6aec263f0e01	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:19	US/Eastern	2.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Reposition Box	PosX: 1524.9765396118164; PosY: 2329						CMU	Intro to Philosophy - Harrell
699	assign-filtered	b459b7925adc0b2ba5e59db8f8516775	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:19	US/Eastern	2.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Resize Box	Width: 263; Height: 123						CMU	Intro to Philosophy - Harrell
700	assign-filtered	872425495508c7303cb90449906c3430	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:21	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Reposition Box	PosX: 1524; PosY: 2329						CMU	Intro to Philosophy - Harrell
701	assign-filtered	37ba11661435b502c074946106800649	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:53:21	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Resize Box	Width: 264; Height: 171						CMU	Intro to Philosophy - Harrell
702	assign-filtered	cd6fcf6f237eed1c893b05add6607f2f	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:03	US/Eastern	42	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Reposition Box	PosX: 2275.5717163085938; PosY: 2196.5955200195312						CMU	Intro to Philosophy - Harrell
703	assign-filtered	59852efcf06ba58e0dda0a35a10dc9ec	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:22	US/Eastern	19	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					348	Delete Relation							CMU	Intro to Philosophy - Harrell
704	assign-filtered	72b5541475bd287f08cde355a90eadab	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:26	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Reposition Box	PosX: 2336.5850219726562; PosY: 2186.5686950683594						CMU	Intro to Philosophy - Harrell
705	assign-filtered	86bbf65f1cdb460d083f9eeb654a0a14	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:30	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					507	Create Relation							CMU	Intro to Philosophy - Harrell
706	assign-filtered	cfceedc1a199ab386621a1eee8cc3eee	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:34	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					511	Create Relation							CMU	Intro to Philosophy - Harrell
707	assign-filtered	a5b23206b908925d65d4a0d9993a1721	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:48	US/Eastern	7	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Reposition Box	PosX: 2336; PosY: 2186						CMU	Intro to Philosophy - Harrell
708	assign-filtered	20f455aed73f8d7650e0e142dc00f442	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:48	US/Eastern	7	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Resize Box	Width: 243; Height: 146						CMU	Intro to Philosophy - Harrell
709	assign-filtered	3750fbf38f5b9cdd6547ab1afad17015	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:54:56	US/Eastern	8	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 2064.75390625; PosY: 2349.4746704101562						CMU	Intro to Philosophy - Harrell
710	assign-filtered	b3bc497206ced2607834214db1111785	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:56:33	US/Eastern	48.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Reposition Box	PosX: 4099.953125; PosY: 2400						CMU	Intro to Philosophy - Harrell
711	assign-filtered	bec23c9200dacc79057e321537a0cd4a	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:56:33	US/Eastern	48.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Resize Box	Width: 456; Height: 471						CMU	Intro to Philosophy - Harrell
712	assign-filtered	64ce9a77fa33e3a1ee59ee02c18ce29a	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:56:37	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Reposition Box	PosX: 4099; PosY: 2400						CMU	Intro to Philosophy - Harrell
713	assign-filtered	62acd088dad8c107ba966dcf6e630f6d	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:56:37	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Resize Box	Width: 489; Height: 189						CMU	Intro to Philosophy - Harrell
714	assign-filtered	0184d805bb15dcee3c59533b71490458	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:56:53	US/Eastern	16	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Reposition Box	PosX: 3464.9442138671875; PosY: 2762.9410400390625						CMU	Intro to Philosophy - Harrell
715	assign-filtered	ab8ecd75e6ca1aa65c021ae569b3192f	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:16	US/Eastern	11.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Reposition Box	PosX: 4147; PosY: 2387						CMU	Intro to Philosophy - Harrell
716	assign-filtered	2a12deb37f85ff90af2d29b85012da09	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:16	US/Eastern	11.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Resize Box	Width: 276; Height: 279						CMU	Intro to Philosophy - Harrell
717	assign-filtered	de47f075e374da0285c23be31f3ec15d	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:23	US/Eastern	7	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					361	Reposition Box	PosX: 3927.8746337890625; PosY: 2245.8119506835938						CMU	Intro to Philosophy - Harrell
718	assign-filtered	1dc7e4865652411646848d19251c4357	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:25	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Reposition Box	PosX: 3090.3280639648438; PosY: 2193.9530639648438						CMU	Intro to Philosophy - Harrell
719	assign-filtered	4715ad4b411322f826307009a83c53af	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:26	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					445	Reposition Box	PosX: 3386.42724609375; PosY: 2790.505615234375						CMU	Intro to Philosophy - Harrell
720	assign-filtered	cc4e9efc9520cc984fe76471ac9b2ae5	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:27	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					423	Reposition Box	PosX: 3035.4467163085938; PosY: 2788.4696044921875						CMU	Intro to Philosophy - Harrell
721	assign-filtered	ed3f9bad91b01c6ca0666f4717c8a644	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:30	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 4049.748046875; PosY: 2248.4346923828125						CMU	Intro to Philosophy - Harrell
722	assign-filtered	c03227f0f3661e66e43dc66c489452e3	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:31	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 3911.7313232421875; PosY: 2716.6209106445312						CMU	Intro to Philosophy - Harrell
723	assign-filtered	4933c9e25d84290f2662276d252e6ef4	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:33	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 4096.623046875; PosY: 2589.54541015625						CMU	Intro to Philosophy - Harrell
724	assign-filtered	8a415f9ec24faee5683942c3c9c9aa77	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:35	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					484	Reposition Box	PosX: 2908.318359375; PosY: 2192.9061279296875						CMU	Intro to Philosophy - Harrell
725	assign-filtered	18f1e99e11f9e5549772bbda80b45bf8	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:39	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					281	Reposition Box	PosX: 3489.3123779296875; PosY: 1629.4996185302734						CMU	Intro to Philosophy - Harrell
726	assign-filtered	d37aad79e70c94b764311b5582224488	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:41	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					293	Reposition Box	PosX: 3515.3716430664062; PosY: 1788.5184020996094						CMU	Intro to Philosophy - Harrell
727	assign-filtered	69f947bb8992d84dcbccd6c1c0d3aef5	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:57:44	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					293	Reposition Box	PosX: 3592.374267578125; PosY: 1787.5307922363281						CMU	Intro to Philosophy - Harrell
728	assign-filtered	07cbaadc52d23aa2cf19173787294e43	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:04	US/Eastern	10	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Reposition Box	PosX: 4096; PosY: 2589						CMU	Intro to Philosophy - Harrell
729	assign-filtered	1fd58ca319d55cdbdac76b3578533da7	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:04	US/Eastern	10	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					323	Resize Box	Width: 294; Height: 192						CMU	Intro to Philosophy - Harrell
730	assign-filtered	664f829c7e673bbbdfb7497b7c87d151	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:16	US/Eastern	6	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 4003.9639892578125; PosY: 2311						CMU	Intro to Philosophy - Harrell
731	assign-filtered	f350dc1b5b6ab19f9875d0df38286edb	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:16	US/Eastern	6	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Resize Box	Width: 237; Height: 207						CMU	Intro to Philosophy - Harrell
732	assign-filtered	304aaf16455bdda962d3b948aa493a69	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:19	US/Eastern	1.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Reposition Box	PosX: 4003; PosY: 2271.9609375						CMU	Intro to Philosophy - Harrell
733	assign-filtered	3132801eda1e5cd8f1350d14551fcc90	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:19	US/Eastern	1.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					338	Resize Box	Width: 276; Height: 243						CMU	Intro to Philosophy - Harrell
734	assign-filtered	4f5981444647bb3552b73490d5da78a4	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:23	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Reposition Box	PosX: 3699.953125; PosY: 1926						CMU	Intro to Philosophy - Harrell
735	assign-filtered	17ecf85df3446bd715e6fad2043e36ca	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:23	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					381	Resize Box	Width: 315; Height: 240						CMU	Intro to Philosophy - Harrell
736	assign-filtered	8fba8456da7b2b1814627bc7ede49064	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:27	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					293	Reposition Box	PosX: 3675.333251953125; PosY: 1552.2496643066406						CMU	Intro to Philosophy - Harrell
737	assign-filtered	f5fad979b575965d5eb40803f0d0098d	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:29	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					281	Reposition Box	PosX: 3701.0401611328125; PosY: 1382.0499267578125						CMU	Intro to Philosophy - Harrell
738	assign-filtered	47a064c369bea3697a93a39e594f595a	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:31	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					293	Reposition Box	PosX: 3674.2962646484375; PosY: 1650.2075500488281						CMU	Intro to Philosophy - Harrell
739	assign-filtered	9bbbe9677216fec48f4203de4959962b	Stu_756d1c0b7ee417c4cc2aafffd9d0915f	849F5CF397D9DDD201C4EDA37D47CE1D1298096460	2016-01-29 14:58:36	US/Eastern	5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:40:33					293	Reposition Box	PosX: 3718.2943115234375; PosY: 1622.2691040039062						CMU	Intro to Philosophy - Harrell
